tnum,tweet,existence
4414,Obama: Environmental Genius? | Avoid-Global-Warming.com: avoid-global-warming.com - Stop Global Warming! Everythin... http://bit.ly/9BTud0,Y
4955,"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty",N
5617,New blog post: Tell your Senators to Stop the Delay on Climate Change Legislation! http://bit.ly/dgwTF0,Y
1683,I believe that Global Warming is an international conspiracy perpetrated by GE in order to sell more air conditioners,N
5028,Is climate change hiding the decline of maple syrup?: The burning of fossil fuels such as coal and oil releases ca... http://bit.ly/d5si4F,Y
1362,"Green:Net: How the Internet, Computing Can Fight Climate Change http://bit.ly/9exozj",Y
5813,The American public remains quite uninformed regarding the shabby 'science' behind the man-made global warming scare. http://bit.ly/bIUip0,N
5190,#Africa2day Africa: Continent Gets U.S.$29.72 Billion to Combat Climate Change: Developed countries have set... http://tinyurl.com/ygynf5c,Y
203,Earth Day: Ben Verwaayen on what we're doing to curb climate change [link],Y
23,"RT @WGofNYC Leader of National Indigenous Women's Org, ""Climate Change is Not Just abt the Climate, its abt R Lives"" bit.ly/9GdzRw",Y
386,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Y
2143,More Global Warming Profiteering by Obama Energy Official http://ff.im/-jx0or,N
1620,"Green' cement made from rice may help tackle global warming: London, April 13 (ANI): With the increasing rise in ... http://bit.ly/bmFTC2",Y
3591,"Mark Steyn: ""climate change is not only a scientific scandal but also a massive journalistic failure."" http://tinyurl.com/yzxap7c",N
3821,Too much change is not a good thing.  Ask the climate.,Y
3330,"17. Moral authority - do we have the rt. to do this? Takeaway: geo-eng has a LOT OF RISKS (then again, so does runaway climate change). :(",Y
4959,"@jbg7474 Further, it's not 2 scientists disagreeing. The *vast* majority of scientists accepts the reality of climate change.",Y
619,Climate change deadly? Scientists suspect global warming may be contributing to strange deaths of Arctic birds. [link],Y
5401,"Acidic oceans worsening, experts warn - Climate Change- msnbc.com http://retwt.me/1MVNU (via @savemyearth)",Y
4559,http://bit.ly/9m2Qfp global warming solutions   One of the proposed solutions to global warming is to grow a large number of trees. This...,Y
2606,Looking for great media material on human impact of #climate change? Check our Climate Witness stories http://is.gd/5fSMv #wwf,Y
3322,"Do We Finally Have Proof that Global Warming by CO2 Emissions is a Hoax?, FamilySecurityMatters.org http://bit.ly/9PbE20 #climategate",N
3991,Darn global warming! You're doin' it wrong! Where is my extended summer vacation?!,Y
2757,Carbon/Environmental Footprint Calculators | Teaching Climate Change Law & Policy http://retwt.me/1LYlo (via @wil_burns),Y
4442,@edenjames sign of the apocolypse: winter. Evidence against global warming: winter. Brr boo brrr,N
1177,Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,Y
5707,Brad DeLong's Prescription for Battling Climate Change: Economics blogger Bradford J. DeLong has posted a plea for... http://bit.ly/cZDEw7,Y
652,"BOYCOTT SIEMENS for buying ""global warming""/""climate change"" in their advertisements. #tcot #sgp #teaparty",N
5239,NYTimes: California Sets Up Statewide Network to Monitor Global-Warming Gases http://s.nyt.com/u/eDY,Y
1431,Global Climate Change Effects on the Mid-Continent (Download to view animations) http://slidesha.re/bRD3BW,Y
125,Arctic rain in April 'is sign of global warming'|The Canadian Arctic has been hit by rain in a sign that the .. [link],Y
3555,"With climate change, birds are taking off for migration sooner ...: Migrating birds can and do keep their travel d... http://bit.ly/90jgQn",Y
1396,DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Get Involved! Call now 202-595-3368 Greenpeac... http://bit.ly/cqCzSj,Y
3545,@dcseth oh good god don't tell me you're a climate change denier too,Y
318,I feel that already RT @organicnewyork Climate change making seasonal allergies worse. Near-record highs this Spring [link],Y
417,DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*:Get Involved! Call now 202-595-3368 Greenpeace... [link],Y
1565,Blame the volcano trouble on sun and global warming http://bit.ly/aVwFKq #science,Y
3429,U.S. Climate Change Portal Could Birth Entirely New Industries | http://bit.ly/b7lBwM,Y
153,RealDocWatson on global warming: Go to Antarctica and stake a claim now! It will be like Florida in a few years!,Y
5784,"Government scientists suggest inter-agency ""fuzzy hubs"" to deal with mass extinctions brought on by climate change http://bit.ly/cRPlK4",Y
289,RT @Newsweek: Climate Change: Places To See Before They DisappearÀ_The Americas (Photos) [link],Y
5869,Ice-covered volcanoes may answer climate change questions (I thought it was all about SUVs) http://ow.ly/1CzFa,N
6068,"RT @JerryMander: Daily Kos: ecojustice: systems change, not climate change & NOT violence! http://bit.ly/bBxEKB | ""Right now, our elected",Y
5836,"""Kerry Graham Lieberman Climate Bill - KGL Global Warming Energy Bill - thedailygreen.com"" http://j.mp/adUkuK",Y
1161,Kuna Indians Prepare For Relocation As Traditional Homes Sink Due To Climate Change http://bit.ly/cEs5qN by @indigenousissue,Y
5018,Top UN environment official defends conclusions of landmark climate change report: UN News Centre 6 February 201... http://bit.ly/9gTNcG,Y
635,Plants can effectively tackle global warming|Don't have SiliconIndia account? Sign up Forgot your password? Reset .. [link],Y
5665,"USW a leader among unions on issue of climate change, 1 of 1st unions to endorse climate change bill. http://tinyurl.com/35c65bm Ugh.",Y
2285,"Bolivia climate conference demands $300B to combat global warming, creation of climate court|TIQUIPAYA, Bolivia - .. http://oohja.com/xbrtX",Y
3574,just saw someone post on FB that #snowpocalypse must be proof that global warming is a myth. calling him a moron probably isn't productive.,Y
1267,On ocean floor populations of organisms despite little oxygen. global warming cause oxygen depletion&reduce biodiversityhttp://bit.ly/b7NUDJ,Y
5275,Combating climate change: lessons from the world's indigenous peoples | Quix.. http://retwt.me/1N08t (via @quixotecenter),Y
541,UW biologist links early blooms to global warming [link],Y
5761,"If humans are causing global warming, then why are the ice caps on ...: The ice caps are indeed melting on mars, d... http://bit.ly/d3OTgU",N
651,"One Stop Book Stop Confirmed! Global warming is 'settled' À_ as a scam: WND.com Sussman's book, the ... [link]",N
638,RT @RyanNewYork Gulf Coast spill better give Climate Change Legislation some momentum. It's a bigger tragedy than we're even aware of yet.,Y
466,"Effort to remake America's energy future and fight global warming could be harmed, or spurred, by Gulf #oilspill: [link]",Y
4220,"Must be global warming! NYC public schools will be closed tomorrow, Wednesday, due to an expected winter snowstorm. /via @311NYC",N
1376,Obama: China Must Act Soon on Climate Change http://bit.ly/b6vhX2,Y
375,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Y
3694,Climate Change and Invasive Species http://bit.ly/dbH9lu via #climatechange #wildlife #invasive,Y
143,"Higher temperature, sea level due to global warming|KUALA LUMPUR: Malaysia's average temperature has risen by 1.1 .. [link]",Y
3736,How come I don't hear the usual suspects today claiming that global warming causes blizzards? #snOMG,N
448,"RT @solveclimate: Feeling the Heat Down Under When it Comes to Climate Change: Erwin Jackson, The Climate Institute.. [link]",Y
5533,Missing' heat may affect future climate change http://retwt.me/1MQTn (via @stephanbecker),Y
5693,What global warming? #3wordslibshate,N
1144,"Higher temperature, sea level due to global warming|KUALA LUMPUR: Malaysia's average temperature has risen by 1.1 .. http://oohja.com/xbKLB",Y
5578,Feeling the Heat Down Under When it Comes to Climate Change | Humanitarian News http://retwt.me/1MPht (via @NewsOnGreen),Y
3732,Check out a report from The Overwhelming Evidence of Global Warming in DC! (#teaparty #tcot #Beck #GOP #Obama  live at http://ustre.am/6nIp),Y
36,"RT @virgiltexas: Hey Al Gore: see these tornadoes racing across Mississippi? So much for global ""warming"" #tornadocot #ocra #sgp #gop #ucot #tlot #p2 #tycot",N
563,"5th US Climate Action Report Released: ""Global Warming is Unequivocal"": Treehugger by Brian Merchant, Brooklyn, Ne... [link]",Y
182,"China: The Key To Fixing Global Warming|With rapid expansion comes sizable environmental impact, so the world's .. [link]",Y
3281,Ratigan: Climate scientists predictions right... These #snowpocalypses are bc of global warming. http://bit.ly/acIIGz,Y
293,RT @InvasiveNotes: RT @RareWildlifeGuy: Climate change: Migration patterns have changed for 20 billion birds:   [link],Y
5414,Climate change increasing poverty and vulnerability in Ethiopia http://retwt.me/1MVqR (via @rural_pr),Y
2134,http://bit.ly/5ipja China Going Green For Security Reasons | The Global Warming Statistics http://bit.ly/c6r4So,Y
1467,How would catastrophic climate change change the average persons life? Think 100% unemployment every where on the planet for several decades,Y
4587,RT @ElectaR2010 Towhhall column Michael Barone: How Climate-Change Fanatics Corrupted Science http://bit.ly/9ykQBr #tcot,N
1399,"http://bit.ly/dCjUlz -Ancient Weapons Emerge From Melting Arctic Ice-Wow,positive side of Global Warming.Other one is reclaim of dry land",Y
2804,@pir8gold -I'd spend money on moving the over heated polar bears to east coast. Would be cheaper that FUNDING GLOBAL WARMING,N
4783,"RT @EricBoehlert: So are freak storms RT @owillis RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",Y
4002,"The group of people who would be most displeased with this winter are the ""global warming"" activists.",N
4027,"What would a year without summer, due only to an intense solar minimum (i.e. 1816), imply for climate change efforts? Ppl won't get this.",Y
2861,RT @ANGAus: WH Director of Energy & Climate Change Browner: 'We think there are tremendous opportunities with #natgas' http://bit.ly/d3CAKq,Y
5453,"""Ten Most Wanted"" Plants Inspected for Clues to Climate Change http://retwt.me/1MTBp (via @RangerRickMag)",Y
2985,"RT @fredthompson DHS cites global warming as security threat. Um. worry less about temp of planet, more about temp of terrorist undies #tcot",N
387,Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],Y
461,Fight Climate Change From All Fronts: [link],Y
1096,Climate change & sustainability will be a key driver of future economic development. Listen at http://bit.ly/9Uytgl,Y
13,Climate change blamed as coastal whale migration dwindles À_ Ventura County.. [link],Y
371,Abu Dhabi faces climate change flood threat - expert - Culture & Society - Arabia.. [link],Y
4487,"Arctic climate changing faster than expected-study: WINNIPEG, Manitoba (Reuters) - Climate change is transforming ... http://bit.ly/ag23Bo",Y
1636,Plants can effectively tackle global warming|Don't have SiliconIndia account? Sign up Forgot your password? Reset .. http://oohja.com/xc5Nw,Y
3610,"27"" of global warming fell at my home 8 miles south of Washington, DC.  Arms & hands so sore from shoveling ... Hurts to Tweet :-(",N
4733,"With climate change, those who know most are most frightened. With nuclear power, those who know most are least frightened. -various",Y
91,LIVE TONIGHT: Fellow Heather Rogers joins Climate Change Expert James Hansen to discuss REAL solutions to Climate... [link],Y
1441,Tulips in mid-April in Chicago? Love the global warming. http://ow.ly/i/16qg,Y
3475,Water at core of climate change impacts: experts http://bit.ly/9lFhiP ...,Y
2383,RT @noreenahertz: RT @mpondfield:How we can afford to tackle climate change...good read http://nyti.ms/doCiD8,Y
4284,"Spring begins almost two weeks earlier due to global warming, say scientists http://bit.ly/bphiIt",Y
2826,Something must be done right now about global warming so our children can live in a better world where the weather is good,Y
3352,My love burns hotter for your than the global warming that is killing the earth. #DemVDaycards,Y
1643,Illegal war and the myth of global warming|My main campaign platform for this election will be the illegal .. http://oohja.com/xbQAI,N
3111,@Adam4004 That's sort of beside the point. People are acting like a winter storm in the mid-Atlantic disproves global warming. It doesn't.,Y
3850,RT @milesgrant: I LOVE IT! #Climategate has gone nowhere so global warming deniers have started #Glaciergate! TEH TRUTH IS OUT THERE.,Y
227,Report identifies 11 diseases & health issues affctd by climate change. Once u inclde mental health evrything's @ stake [link],Y
4618,"RE: *It isn't that the blizzard proves global warming is false, but it certainly is an argument against.*  Actually, i' http://disq.us/blf2a",Y
1374,Study: SE Asia will be hit hard by climate change http://retwt.me/1MN2w (via @cuddlendance),Y
5209,"@dluxkoshertours re: where is the global warming? If anyone would have found it,  it would be you.  where havent you looked yet?",N
1411,RT @CHIoxfamaction: People in poor countries are 20 times more likely to be affected by disasters caused by climate change than those in the developed world,Y
